LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID
Lowry Sports Complex,Lowry Sports Complex,L21,Park,Athletic Multiuse Complex,51.40348818,Yes - 2014 May,2000,2000,NE,5,3,Fairmont Dr & Sports Blvd,,8200 E Sports Blvd,,Denver,CO,,39.71717626,-104.8893935,PK,"Soccer Field Complex, Tennis Court, Drinking Fountain, Restroom, Bike/Pedestrian Path, Benches, Playground, Basketball Court, Picnic Shelter, Synthetic Field",documents/parkart/ParkArt_Lowry Sports Complex.pdf,images/Parks/lowerysportspark.jpg,No,2014-03-06 00:00:00,{00000000-0000-0000-0000-000000000000}
Colorado Blvd Park,Colorado Blvd Park,232,Park,Pocket,1.52199676,Not Eligible,Not Applicable,None,NW,8,2,38th Av & Colorado Blvd,"356,854",3865 N Colorado Blvd,,Denver,CO,,39.77053412,-104.94082063,,Bike/Pedestrian Path,documents/parkart/ParkArt_Colorado Blvd Park.pdf,images/Parks/no_imagerec.gif,No,2009-08-19 00:00:00,{00000000-0000-0000-0000-000000000000}
Highline Canal (56th & Ireland ),Highline Canal - Maxwell to 56th,572,Future,Undeveloped,4.27420067,Not Eligible,Future,,NE,11,5,Highline Canal - Maxwell to 56th,,,,Denver,CO,,39.79664896,-104.75210411,,"Future Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",,,Yes,2013-11-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Lakewood / Dry Gulch,Lakewood / Dry Gulch Park,30,Park,Community,56.04354116,Partial,1941,2010,NW,3,1,10th AV & Perry St,,1100 N Perry St,,Denver,CO,,39.73456072,-105.04270796,PK,"Picnic Tables, Benches, Playground, Basketball Court, Bike/Pedestrian Path, Lakewood Gulch Trail, Natural Areas, Disc Golf Course",documents/parkart/ParkArt_Lakewood and Dry Gulch Park.pdf,images/Parks/lakewooddrygulchpark.jpg,No,2012-12-07 00:00:00,{00000000-0000-0000-0000-000000000000}
Sanchez,Sanchez (Paco) Park,28,Park,Community,29.90919099,Yes,1958,None,NW,1,1,13th Av & Knox Ct,"69,634",1290 N Knox Ct,,Denver,CO,,39.73603071,-105.0291172,PK,"Playground, Basketball Court, Bike/Pedestrian Path, Lakewood Gulch Trail, Baseball / Softball Field, Benches, Picnic Tables",documents/parkart/ParkArt_Sanchez (Paco) Park.pdf,images/Parks/sanchezpark.jpg,Yes,2012-12-07 00:00:00,{00000000-0000-0000-0000-000000000000}
51st & Broadway,Unnamed 51st & Broadway,230,Park,Pocket,1.2767485,Partial - 2014 May,1975,None,NW,9,2,51St Av & Broadway,"263,316",5090 N Broadway,,Denver,CO,,39.78854106,-104.98724726,PK,"Recreation Center, Benches, Picnic Tables, Playground, Basketball Court",documents/parkart/ParkArt_Unnamed 51st & Broadway.pdf,images/Parks/no_imagerec.gif,Yes,2009-07-29 00:00:00,{00000000-0000-0000-0000-000000000000}
Jacobs,Jacobs (Frances Weisbart) Park,707,Park,Neighborhood,12.03221023,Yes,1992,None,E,5,3,Mississippi Av & Quebec St,,1101 S Quebec St,,Denver,CO,,39.69653692,-104.90573021,PK,"Benches, Drinking Fountain, Picnic Tables, Bike/pedestrian Path, Multi-purpose Field (Lacrosse, Rugby, Soccer)",documents/parkart/ParkArt_Jacobs (Frances Weisbart) Park.pdf,images/Parks/jacobspark.jpg,No,2008-12-12 00:00:00,{00000000-0000-0000-0000-000000000000}
Columbus,Columbus Park,4,Park,Neighborhood,2.29445848,Yes,1906,None,NW,9,1,38th Av & Osage St,"356,856",1501 W 38th Ave,,Denver,CO,,39.76991196,-105.0048201,PK,"Picnic Tables, Playground, Plaza, Basketball Court, Benches, Flower Beds",documents/parkart/ParkArt_Columbus Park.pdf,images/Parks/columbuspark.jpg,Yes,2008-11-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Ciancio,Ciancio Park,27,Park,Neighborhood,3.97674947,Partial,1948,None,NW,9,1,41st Av & Lipan St,"33,425",4001 N Lipan St,,Denver,CO,,39.77244036,-105.00263651,PK,"Baseball / Softball Field, Football Field, Bleachers, Picnic Tables",documents/parkart/ParkArt_Ciancio Park.pdf,images/Parks/cianciopark.jpg,Yes,2009-02-27 00:00:00,{00000000-0000-0000-0000-000000000000}
Lower Lakewood Gulch,Lower Lakewood Gulch,26,Open Space,Open Space,8.90235975,No,2012,None,NW,9,1,14th Av & Decatur St,"69,617",1390 N Decatur St,,Denver,CO,,39.73872536,-105.02003487,,"Bike/Pedestrian Path, Lakewood Gulch Trail and South Platte River Trail",,,Yes,2012-06-01 00:00:00,{00000000-0000-0000-0000-000000000000}
Northfield Pond,Northfield Pond Park,565,Open Space,Open Space,33.57147601,Not Eligible,2008,None,NE,11,5,Northfield Blvd & Trenton St ,,4801 N Spruce Way,,Denver,CO,,39.78269173,-104.89787396,PK,"Benches, Bike/Pedestrian Path, Natural Areas",documents/parkart/ParkArt_Northfield Pond Park.pdf,images/Parks/northfieldpondpark.jpg,No,2008-12-23 00:00:00,{00000000-0000-0000-0000-000000000000}
